,iauname,png_loc,input_text,target
1823,J105559.69-014003.9,dr5/J105/J105559.69-014003.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | weak bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy image has two spiral arms with moderate central bulge and either tight or medium spiral winding, but does not have an edge-on disk, no bar or any merging features, and a weak bar at most."
1824,J131956.39+102631.2,dr5/J131/J131956.39+102631.2.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | loose spiral winding | small central bulge,"This galaxy has features of a disk without an edge-on orientation, no bar, and loose spiral arms winding around a small central bulge, as seen in its image."
1825,J135506.30+210525.5,dr5/J135/J135506.30+210525.5.png,smooth | cigar-shaped | not merging,A galaxy image shows a smooth cigar-shaped galaxy that is not merging.
1826,J140842.91+163527.4,dr5/J140/J140842.91+163527.4.png,has features or disk | has an edge-on disk | not merging | no central bulge,"The galaxy image has an edge-on disk with no merging features, and no central bulge."
1827,J125734.68+271837.1,dr5/J125/J125734.68+271837.1.png,smooth | round | not merging,"A smooth, round galaxy image was seen but not merging with another."
1828,J143212.23+045934.0,dr5/J143/J143212.23+045934.0.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with another image.
1829,J015420.97+010818.2,dr5/J015/J015420.97+010818.2.png,smooth | round | not merging,The image of a smooth and round galaxy was not merging.
1830,J021417.10-075954.2,dr5/J021/J021417.10-075954.2.png,smooth | elliptical | not merging,"An elliptical galaxy appears smooth in the image, not merging with any other objects."
1831,J163359.53+163233.3,dr5/J163/J163359.53+163233.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"This galaxy image has features of a disk that does not have an edge-on disk, is not merging, lacks a bar, has two spiral arms that are loosely wound with a moderate central bulge."
1832,J005428.29-043600.9,dr5/J005/J005428.29-043600.9.png,artifact,The image of the galaxy revealed a puzzling artifact.
1833,J145005.26+213302.3,dr5/J145/J145005.26+213302.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding | two spiral arms | no spiral arms | small central bulge,"This galaxy has medium spiral winding, with two spiral arms and a small central bulge, but no bar or merging. When viewed in an image, it does not have an edge-on disk and does not have any visible spiral arms."
1834,J151929.63+320408.6,dr5/J151/J151929.63+320408.6.png,smooth | artifact | round | not merging,"The image of the galaxy was smooth and round, with no merging artifacts."
1835,J124420.23+021123.2,dr5/J124/J124420.23+021123.2.png,has features or disk | does not have an edge-on disk | not merging | no bar | does not have spiral arms | small central bulge,"This galaxy has features such as a disk but does not have an edge-on disk, is not merging, has no bar and does not have spiral arms but has a small central bulge."
1836,J112259.29+172826.9,dr5/J112/J112259.29+172826.9.png,smooth | elliptical | merging with minor disturbance,An elliptical galaxy is merging with a minor disturbance and appears smooth in the image.
1837,J235315.75+002000.9,dr5/J235/J235315.75+002000.9.png,smooth | elliptical | not merging,"The image of this elliptical galaxy is smooth, indicating it is not merging."
1838,J105210.95+114926.0,dr5/J105/J105210.95+114926.0.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | loose spiral winding | one spiral arm | small central bulge,"This galaxy has features of a loose spiral winding with only one spiral arm, a small central bulge, but does not have an edge-on disk or a bar, and is not merging with another galaxy."
1839,J011122.20+022029.0,dr5/J011/J011122.20+022029.0.png,smooth | has features or disk | cigar-shaped | merging with minor disturbance,"The smooth, cigar-shaped galaxy has features of a disk merging with minimal disturbance, creating an interesting image."
1840,J124803.93+050943.0,dr5/J124/J124803.93+050943.0.png,smooth | elliptical | not merging,The smooth elliptical galaxy in the image is not merging.
1841,J160604.03+055000.3,dr5/J160/J160604.03+055000.3.png,smooth | elliptical | not merging,"An elliptical galaxy, with a smooth image not merging, was observed."
1842,J144355.76-023113.3,dr5/J144/J144355.76-023113.3.png,artifact,The image of the galaxy contained an artifact.
1843,J080303.45+274438.3,dr5/J080/J080303.45+274438.3.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | tight spiral winding | small central bulge,"The galaxy image has features such as a disk that does not have an edge-on disk, no bar, and has spiral arms with a tight spiral winding and a small central bulge."
1844,J123536.14+121957.4,dr5/J123/J123536.14+121957.4.png,has features or disk | has an edge-on disk | merging with minor disturbance | rounded central bulge,"The Hubble Space Telescope has captured an image of a galaxy with an edge-on disk and a rounded central bulge, and appears to be merging with another galaxy with only minor disturbance."
1845,J081508.21+174404.9,dr5/J081/J081508.21+174404.9.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
1846,J113017.88-005845.3,dr5/J113/J113017.88-005845.3.png,smooth | elliptical,An image of a smooth elliptical galaxy.
1847,J005747.89-050642.9,dr5/J005/J005747.89-050642.9.png,has features or disk | has an edge-on disk | not merging | no central bulge,"A galaxy image has features of an edge-on disk, with no signs of merging or a central bulge."
1848,J085636.74+295256.6,dr5/J085/J085636.74+295256.6.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging in the image.
1849,J124509.20+094644.5,dr5/J124/J124509.20+094644.5.png,smooth | elliptical | not merging,An elliptical galaxy with a smooth image is not merging.
1850,J124035.77+171937.2,dr5/J124/J124035.77+171937.2.png,smooth | round | not merging,"The smooth, round galaxy image was not merging."
1851,J093932.38+052954.2,dr5/J093/J093932.38+052954.2.png,smooth | elliptical | not merging,"This image shows an elliptical galaxy that appears smooth, not merging with any other galaxies."
1852,J094325.36+225157.5,dr5/J094/J094325.36+225157.5.png,smooth | elliptical | merging with minor disturbance,An image of a smooth elliptical galaxy merging with a minor disturbance is breathtaking.
1853,J122238.50+060051.9,dr5/J122/J122238.50+060051.9.png,smooth | elliptical | merging with minor disturbance | not merging,"An elliptical galaxy with a smooth image is merging with a minor disturbance, but not merging completely."
1854,J122843.94+084205.5,dr5/J122/J122843.94+084205.5.png,smooth | cigar-shaped | not merging,"The galaxy had an image of a smooth, cigar-shaped object that was not merging."
1855,J113523.52+134503.5,dr5/J113/J113523.52+134503.5.png,smooth | elliptical | not merging,The image of the smooth elliptical galaxy was not merging.
1856,J011315.48+011219.4,dr5/J011/J011315.48+011219.4.png,smooth | elliptical | not merging,The image of the smooth elliptical galaxy does not show signs of merging.
1857,J144227.63+111021.5,dr5/J144/J144227.63+111021.5.png,smooth | round | not merging,"This image of a smooth, round galaxy is not merging."
1858,J125725.08+251927.4,dr5/J125/J125725.08+251927.4.png,smooth | elliptical | not merging,The image showed an elliptical galaxy that was smooth and not merging.
1859,J124651.84+083901.4,dr5/J124/J124651.84+083901.4.png,smooth | elliptical | not merging,"An elliptical galaxy appears smooth and unmoving, not merging with any other image."
1860,J085426.10+320259.8,dr5/J085/J085426.10+320259.8.png,smooth | elliptical | merging with minor disturbance,An elliptical galaxy with a smooth image was merging with a minor disturbance.
1861,J153102.42+072050.0,dr5/J153/J153102.42+072050.0.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | loose spiral winding | two spiral arms | small central bulge,"This galaxy has two weak spiral arms with a loose winding structure and a small central bulge, but its image does not show an edge-on disk or any signs of merging."
1862,J121717.78+040007.4,dr5/J121/J121717.78+040007.4.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and unmerged in an image.
1863,J114940.98+041032.7,dr5/J114/J114940.98+041032.7.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with another.
1864,J144503.29+003137.1,dr5/J144/J144503.29+003137.1.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | tight spiral winding | small central bulge,"This galaxy has features of a disk, but does not have an edge-on disk with no bar. Instead, it has spiral arms with a tight spiral winding and a small central bulge."
1865,J020459.24-080816.0,dr5/J020/J020459.24-080816.0.png,has features or disk | does not have an edge-on disk | weak bar | has spiral arms | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy has two spiral arms with a moderate central bulge and medium spiral winding, but does not have an edge-on disk or a weak bar as visible features in its image."
1866,J090708.10+252026.9,dr5/J090/J090708.10+252026.9.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"This galaxy has features of a disk, but does not have an edge-on view. The spiral arms are medium winding with two arms, and there is a small bulge in the central region. It appears to be merging with a minor disturbance, but overall the spiral arms remain intact."
1867,J082356.13+235401.2,dr5/J082/J082356.13+235401.2.png,smooth | cigar-shaped,"A smooth, cigar-shaped galaxy was captured in the image."
1868,J095837.26+073633.0,dr5/J095/J095837.26+073633.0.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | does not have spiral arms | tight spiral winding | no spiral arms,"This galaxy image has features such as a disk but does not have an edge-on disk, no bar or spiral arms, and a tight spiral winding, indicating it does not have any spiral arms."
